0.174493,0.001881,0.175434
0.040037,0.005041,0.042557
0.017982,0.006944,0.021454
0.009237,0.008450,0.013462
0.008760,0.008454,0.012987
0.004922,0.008932,0.009388
0.003302,0.010272,0.008438
0.001836,0.010739,0.007206
0.001672,0.010992,0.007168
0.001717,0.012041,0.007737
0.001872,0.013593,0.008669
0.002050,0.014417,0.009258
0.001757,0.015082,0.009298
0.002418,0.014745,0.009791
0.001966,0.014959,0.009445
0.002165,0.015121,0.009725
0.002587,0.014880,0.010027
0.002655,0.014896,0.010103
0.002055,0.013012,0.008561
0.002122,0.012807,0.008525
0.001881,0.011769,0.007766
0.001793,0.011692,0.007639
0.001568,0.010903,0.007020
0.001961,0.010492,0.007207
0.001639,0.010173,0.006725
0.001737,0.010517,0.006995
0.001517,0.009921,0.006477
0.001490,0.009715,0.006348
0.001608,0.009832,0.006524
0.001581,0.009224,0.006193
0.001207,0.009257,0.005836
0.001476,0.009379,0.006165
0.001387,0.009273,0.006024
0.001299,0.009002,0.005800
0.001302,0.008811,0.005708
0.001323,0.008786,0.005716
0.001433,0.008861,0.005863
0.001075,0.008948,0.005549
0.001366,0.008681,0.005707
0.001357,0.008847,0.005780
0.001366,0.008437,0.005585
0.001086,0.008664,0.005418
0.001276,0.008407,0.005479
0.001236,0.008072,0.005272
0.001200,0.008227,0.005314
0.001104,0.008188,0.005198
0.001138,0.008298,0.005286
0.001122,0.008064,0.005155
0.001238,0.008223,0.005349
0.001275,0.008430,0.005490
0.001150,0.008078,0.005189
0.001054,0.008070,0.005089
0.001113,0.007717,0.004972
0.001254,0.007603,0.005055
0.000917,0.007563,0.004699
0.000940,0.007941,0.004911
0.001186,0.007677,0.005024
0.001032,0.007546,0.004805
0.001042,0.007669,0.004876
0.001438,0.007539,0.005208
0.001068,0.008075,0.005105
0.001336,0.007220,0.004946
0.001215,0.007504,0.004966
0.000988,0.007509,0.004743
0.001048,0.007478,0.004787
0.000970,0.007319,0.004629
0.001117,0.007302,0.004768
0.001239,0.007413,0.004946
0.001182,0.007654,0.005009
0.001087,0.007575,0.004875
0.001210,0.007746,0.005083
0.001050,0.007466,0.004783
0.000962,0.007036,0.004480
0.001068,0.006834,0.004485
0.000913,0.006748,0.004287
0.000985,0.006966,0.004468
0.001052,0.007471,0.004788
0.001024,0.006925,0.004486
0.001262,0.006890,0.004707
0.000971,0.006903,0.004422
0.000999,0.006631,0.004314
0.001086,0.006342,0.004257
0.000906,0.006848,0.004330
0.001076,0.006697,0.004425
0.001449,0.006643,0.004770
0.000997,0.007085,0.004539
0.001446,0.006365,0.004629
0.000933,0.006647,0.004257
0.001071,0.006633,0.004388
0.000974,0.006925,0.004437
0.000903,0.006496,0.004151
0.001131,0.006564,0.004413
0.000878,0.006381,0.004069
0.000884,0.006435,0.004102
0.000998,0.006371,0.004183
0.000884,0.006418,0.004093
0.001350,0.006810,0.004756
0.000942,0.006363,0.004123
0.000987,0.006473,0.004224
0.001161,0.006300,0.004312
