0.177527,0.618348,0.486701
0.033470,0.317343,0.192141
0.013809,0.223655,0.125637
0.008663,0.213793,0.115559
0.006623,0.297159,0.155202
0.004816,0.344304,0.176968
0.004140,0.389025,0.198653
0.003602,0.426315,0.216759
0.005199,0.461094,0.235746
0.002176,0.504444,0.254399
0.002391,0.552508,0.278645
0.003357,0.590148,0.298431
0.003692,0.601625,0.304505
0.002814,0.604537,0.305082
0.002563,0.629094,0.317110
0.002948,0.637553,0.321725
0.002847,0.643716,0.324705
0.001844,0.643921,0.323805
0.001619,0.652994,0.328116
0.001438,0.663982,0.333429
0.002410,0.658587,0.331704
0.001510,0.663704,0.333362
0.001928,0.660486,0.332170
0.001461,0.663427,0.333175
0.001206,0.665299,0.333856
0.001098,0.676010,0.339102
0.001224,0.671036,0.336742
0.001061,0.677160,0.339640
0.001116,0.671184,0.336708
0.000985,0.677914,0.339942
0.001042,0.676309,0.339196
0.000847,0.677624,0.339659
0.001117,0.676852,0.339543
0.001677,0.678670,0.341012
0.002309,0.678945,0.341782
0.000757,0.679653,0.340584
0.001384,0.681189,0.341978
0.001155,0.681998,0.342154
0.000824,0.682413,0.342031
0.001272,0.684935,0.343739
0.000946,0.682847,0.342370
0.000904,0.683252,0.342530
0.001072,0.681591,0.341868
0.000704,0.682586,0.341997
0.001184,0.684498,0.343433
0.000766,0.684582,0.343057
0.000862,0.684551,0.343138
0.000992,0.686132,0.344058
0.000985,0.686105,0.344038
0.000700,0.686771,0.344086
0.000550,0.684514,0.342807
0.000817,0.686040,0.343837
0.000822,0.687451,0.344548
0.000826,0.688222,0.344937
0.000586,0.688429,0.344801
0.000598,0.689415,0.345305
0.000648,0.688639,0.344967
0.000633,0.689294,0.345280
0.000579,0.687782,0.344471
0.000792,0.690140,0.345862
0.000655,0.689076,0.345193
0.000640,0.689080,0.345180
0.002017,0.689440,0.346737
0.000716,0.688986,0.345209
0.000620,0.691225,0.346233
0.000524,0.688035,0.344541
0.000598,0.690937,0.346066
0.000639,0.687736,0.344507
0.000584,0.688494,0.344831
0.000644,0.690047,0.345668
0.000410,0.690351,0.345586
0.000688,0.688363,0.344870
0.000828,0.689237,0.345447
0.000672,0.691091,0.346217
0.000505,0.689504,0.345257
0.000646,0.690010,0.345651
0.000964,0.688113,0.345020
0.000738,0.688726,0.345101
0.000607,0.690450,0.345832
0.000544,0.690831,0.345960
0.000923,0.690105,0.345976
0.000593,0.691259,0.346222
0.000577,0.689880,0.345517
0.000577,0.689794,0.345474
0.000542,0.691906,0.346495
0.000699,0.688909,0.345153
0.000501,0.690314,0.345658
0.000812,0.690594,0.346109
0.000632,0.691088,0.346176
0.000609,0.690937,0.346078
0.000538,0.690483,0.345780
0.000546,0.691278,0.346185
0.000651,0.690919,0.346111
0.000524,0.692176,0.346612
0.000593,0.692563,0.346874
0.000736,0.689967,0.345720
0.000718,0.691262,0.346349
0.000610,0.692059,0.346639
0.000499,0.693082,0.347040
0.000674,0.691730,0.346539
